,full_text,lang,retweet_count,created_at,source,reply_screen_name,reply_followers_count,reply_friends_count,reply_statuses_count,reply_favourites_count,reply_created_at,reply_full_text,reply_retweet_count,reply_favorite_count
503,"@jackal007 Mimochodem, pořád čekáme, až se ozvete ohledně drobného dárku, který pro Vás máme! Napište nám prosím zprávu :) #DrBanka",cs,0,Mon Aug 04 18:08:27 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jackal007,1688,395,71757,66408,Mon Aug 04 12:31:24 +0000 2014,"@UniCredit_CZSK ano, prosil bych dodržovat dvorní etiketu ; )",0,1
504,http://t.co/nVNoB539md / http://t.co/ZfDg7LyNSD Snižte úrokovou sazbu naší nové hypotéky! Dostaneme se až #pod2procenta? Záleží jen na vás!,cs,1,Mon Aug 04 18:07:21 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
505,RT @ZdenekBubak: Snížení úrokové sazby u hypotéky přes sociální síť - nový hit mezi bankami - Finparáda http://t.co/Ap9kM3m36h prostřednict…,cs,1,Mon Aug 04 13:54:08 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
506,"@jackal007 Dobrá práce, Zdeňku! Totiž... velevážený vévodo :)",cs,0,Mon Aug 04 12:30:24 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jackal007,1688,395,71757,66408,Mon Aug 04 12:26:13 +0000 2014,"No prosím, tak už jsem i vévoda @UniCredit_CZSK To by si mě měli opečovávat! #yelp http://t.co/wjHf1ov0dN",0,1
507,RT @petrandrysek: Snížil jsem úrokovou sazbu nové hypotéky od @UniCredit_CZSK na 2.497%. Snižte ji taky! #pod2procenta http://t.co/r3pRu27G…,cs,1,Mon Aug 04 10:36:15 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
508,"@Adlamecek To nás opravdu mrzí, Adame. V každém případě nám prosím do soukromé zprávy pošlete Vaši adresu :)",cs,0,Mon Aug 04 10:35:15 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Adlamecek,123,178,400,504,Fri Aug 01 17:23:50 +0000 2014,@UniCredit_CZSK Překvapení a dárečky já rád! S hypotékou to však u #UniCredit nevyjde. Vaše metodika z daňového přiznání to nedovoluje.,0,1
509,"@UniCredit_CZSK P.S.: Featuring @Mar_Bal22, @Adlamecek a @jackal007, tak se nám prosím nezapomeňte ozvat! (video zde http://t.co/cURY8b7UO9)",cs,0,Fri Aug 01 14:42:08 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UniCredit_CZSK,2001,115,704,156,Fri Aug 01 14:23:17 +0000 2014,"Ptali jsme se, jaké jsou podle vás neduhy českých a slovenských bank. Jak to dopadlo? Podívejte se sami! http://t.co/cURY8b7UO9 #DrBanka",1,2
510,"Ptali jsme se, jaké jsou podle vás neduhy českých a slovenských bank. Jak to dopadlo? Podívejte se sami! http://t.co/cURY8b7UO9 #DrBanka",cs,1,Fri Aug 01 14:23:17 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
511,@MarketaPfleger Plat. styk mezi účty UCB CZ a SK je zvýhodněn pouze pro klienty retailu. Odchozí platba elektronicky 30 Kč Příchozí: zdarma,cs,0,Fri Aug 01 14:12:54 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MarketaPfleger,220,89,2646,1602,Thu Jul 31 08:18:54 +0000 2014,@UniCredit_CZSK Jak je mozne ze mezi CR a SR u prevodu penez v UniC v CZK si uctujete poplatky SHA. Odesilatel i prijemce plati poplatky?,0,0
512,"@jackal007 Měli jsme tím na mysli, že se nejedná o standardní chování služby :)",cs,0,Fri Aug 01 11:31:28 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jackal007,1688,395,71757,66408,Fri Aug 01 11:30:33 +0000 2014,@UniCredit_CZSK všiml jsem si :),0,0
513,"@jackal007 Tak, zjištěno! V tuto chvíli již máme kompletní seznam výherců, kterým budeme v několika nejbližšíh dnech výhry rozesílat.",cs,0,Fri Aug 01 11:30:59 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UniCredit_CZSK,2001,115,704,156,Fri Jul 25 13:38:33 +0000 2014,"@jackal007 Zjistíme a dáme vědět, Zdeňku!",0,1
514,"@jackal007 Děkujeme za upozornění, Zdeňku, zjistili jsme, že se jednalo o technickou chybu.",cs,0,Fri Aug 01 11:29:47 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jackal007,1688,395,71757,66408,Fri Jul 25 19:17:11 +0000 2014,"Když ti @UniCredit_CZSK pošle notifikaci platby po 24 hodinách, možná bys byl radši, kdyby tu službu zrušila",0,2
515,"#cz Sobíšek: Zvýšení minimální mzdy: malý krok pro jednotlivce, velký krok pro ekonomiku. Více na http://t.co/NEmA8k26CA",cs,0,Wed Jul 30 13:22:27 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
516,#cz Makroekonomická predikce Pavla Sobíška http://t.co/A1s6AQutnh,cs,0,Wed Jul 30 08:41:46 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
517,"@jackal007 Zjistíme a dáme vědět, Zdeňku!",cs,0,Fri Jul 25 13:38:33 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jackal007,1687,395,71757,66400,Fri Jul 25 13:18:24 +0000 2014,@UniCredit_CZSK tolik vody uteklo a pětikilo nikde :( Kde udělali soudruzi z Itálie chybu?,0,0
518,"@AldaF1 Tak nám to klidně napište třeba na Facebook, rádi s Vámi probereme, jak bychom Vám mohli být nápomocní :) //@BeeGeeCZ",cs,0,Thu Jul 24 16:07:05 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",AldaF1,72,59,6264,4914,Tue Jul 22 13:47:44 +0000 2014,@BeeGeeCZ na to mi tady ty znaky nestačí,0,0
519,@FilipKonrad Tiež dúfame! :),und,0,Thu Jul 24 14:46:25 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FilipKonrad,129,428,1041,126,Thu Jul 24 12:54:23 +0000 2014,"Fenomenalna vec od Unicredit banky - #drBanka #socialmedia #trolololo :D dufam,ze viralik z toho bude !https://t.co/Hkt3MNvIXG",0,0
520,Jak říká Tomáš Drábek: #Hypotéka není monstrum! http://t.co/yZdAY9EFaT,cs,0,Wed Jul 23 20:21:24 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
521,"@emmacore Náš Twitter i Instagram účet jsou společné pro obě země, tedy proto. Ale pokud Vám to bude příjemnější, můžeme psát po slovensky.",cs,0,Wed Jul 23 11:59:15 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",emmacore,407,926,1797,7086,Wed Jul 23 11:53:13 +0000 2014,"@UniCredit_CZSK Vyzva na Facebooku je SK, tu pisete v CZ. Posobi to blbo. Neprejdem do banky, ktora so mnou komunikuje odniekadial z Prahy.",0,1
522,"@emmacore Máte úplnou pravdu, že schované příspěvky byly náš přehmat, všechny už jsou zase zpět viditelné. Jaké přepnutí do češtiny myslíte?",cs,0,Wed Jul 23 11:39:06 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",emmacore,407,926,1797,7086,Wed Jul 23 11:22:23 +0000 2014,"@UniCredit_CZSK https://t.co/MZ9t60bnHG Schovane prispevky, odpoved Maestro vs. MasterCard napr. Mimochodom, preco ste sa prepli do cestiny?",0,0
523,"@emmacore Děkujem za názor, Richarde. Prozradíte nám ještě prosím, které trolly máte na mysli a co míníte těmi komplikovanými odpověďmi?",cs,0,Wed Jul 23 11:09:22 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",emmacore,407,926,1797,7086,Wed Jul 23 10:13:40 +0000 2014,"#drbanka #jebanka #fail by @UniCredit_CZSK social media team. Zly hashtag, nezvladnutie trollov, komplikovane odpovede na jednoduche otazky.",0,0
524,"Vážíme si toho, že nás zde na Twitteru sledujete! Podívejte se také na náš kanál na Instagramu: http://t.co/DoU3hCUInJ",cs,0,Tue Jul 22 20:21:03 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
525,"http://t.co/vpcN7hzow7 Na http://t.co/43iisdjV7E sbíráme názory na české a slovenské banky; chceme vědět, co si lidé myslí. Via @feeditcz",cs,0,Tue Jul 22 11:44:03 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
526,"Veronika Špirková: ""Vadi mi ty zatracene vysoke uroky!"" via http://t.co/EVvLhkFOQI #DrBanka A jaké bankovní neduhy vadí vám?",cs,0,Tue Jul 22 11:02:08 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
527,"@martinsuchan Martine, díky za efektní zpětnou vazbu! Co se Vám nelíbí, jak by se měl design a UI změnit podle Vás? Díky!",cs,0,Tue Jul 22 08:38:04 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",martinsuchan,1237,166,20665,6301,Tue Jul 22 07:29:35 +0000 2014,Updated @UniCredit_CZSK app for #WP8 was just released... in really typical iOS UI. http://t.co/0pNw19mwU9 http://t.co/SYtv1wa83B,1,2
528,".@jakubhorakcom Zajímalo by nás, co by chytrá horákyně poradila českým bankám? V čem by se měly zlepšit? #DrBanka",cs,0,Mon Jul 21 20:45:06 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
529,"http://t.co/43iisdjV7E / http://t.co/ogQ76ClUf6 Zajímá nás, co si myslíte – co vám vadí na bankách? Tweetněte nám o tom!",cs,0,Mon Jul 21 20:21:05 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
530,".@PetrLudwig Rádi bychom se Vás zeptali, Petře: V čem myslíte, že české banky prokrastinují? Co by měly dělat lépe? #Drbanka",cs,0,Mon Jul 21 15:38:14 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
531,.@Medvidekpu Rádi bychom se zeptali na Váš názor – jaké jsou podle Vás největší neduhy českých (nebo slovenských) bank? #DrBanka,cs,0,Mon Jul 21 11:44:05 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
532,"Jan Uhrin: ""Staci ked zrusite poplatky za kazdu sprostost."" via http://t.co/JxmQ0XaWik #DrBanka",und,0,Mon Jul 21 11:02:20 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
533,"RT: ""@fabulatorcz: Jdu si vezvednou balík na poštu a už mi cpou půjčky. Dneska se asi půjčky dávaj jako bonbóny."" #DrBanka",cs,0,Sun Jul 20 11:44:26 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
534,Susan Heller: Při přípravě na cestu si nachystejte oblečení a peníze. Potom dejte půlku oblečení pryč a vezměte si ještě jednou tolik peněz.,cs,0,Sun Jul 20 11:02:25 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
535,"@PetrSida Máme na to, domníváme se, podobný názor jako vy, Petře. Lidé by se měli naučit s penězi hospodařit.",cs,0,Sun Jul 20 10:03:57 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",petrsida,189,200,8752,12623,Fri Jul 18 20:03:38 +0000 2014,@PetrSida Oprava: UniCredit Bank,0,0
536,"@NextTee Je to hashtag (doktor Banka), pod kterým sbíráme názory lidí na české a slovenské banky a jejich neduhy :)",cs,0,Sun Jul 20 07:24:37 +0000 2014,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nost_rum,250,98,7866,7,Sat Jul 19 22:46:29 +0000 2014,@unicredit_czsk co znamená drbanka?:),0,0
537,"RT: ""@NextTee: Co mě zaručeně donutí přemýšlet o změně banky? Snížení úroků na 1.1%.. v tu chvíli nemá cenu mít low cost banku.."" #DrBanka",cs,0,Sat Jul 19 20:45:07 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
538,"Cítíte se zbytečně spoutaní svou bankou? Stavte se k nám na pobočku, vysekáme vás z toho! http://t.co/Uo5eHsPKrH",cs,0,Sat Jul 19 20:21:16 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
539,".@DavidGrudl: V květnu jste na FB poodhalil Vaše „bankovní začátky“. Co si myslíte o dnešních bankách, Davide? Jaké mají neduhy? #DrBanka",cs,0,Sat Jul 19 11:44:05 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
540,"I platit můžete jako gentlemani! Přečtěte si pár skvělých rad, jak na to. http://t.co/JwJjJv0GaU Hezký článek od @PravyGentleman",cs,1,Sat Jul 19 11:02:01 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
541,"Co chybí vám? Tweetněte! Jiří Jakub Mašek: ""Mně chybí moravská banka, pro kerú budu Moravan a né Čech!"" via http://t.co/DmPwjAkQds #DrBanka",cs,0,Fri Jul 18 20:45:07 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
542,"RT: ""@Raveboy_cz: Každý měsíc už rok odkládám 2tis na spořící učet. Na urokách jsem si přišel na celých 38,- :D"" #DrBanka",cs,0,Fri Jul 18 20:21:11 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
543,"RT @rozanek: Moc pěkný článek o historii českého padesátihaléře, včetně komické historky o jinotaji na rubové straně mince http://t.co/spJu…",cs,4,Fri Jul 18 12:12:47 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
544,".@Cermak: Jdeme trochu ve Vašich crowdsourcingových stopách – zajímalo by nás, jaké jsou podle Vás největší neduhy českých bank? #DrBanka",cs,0,Fri Jul 18 11:44:02 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
545,"Hana Milada Pášová: ""Na bankách mi vadí zbytečné poplatky."" via http://t.co/UV4gvCtAcf Co trápí vás? Tweetněte nám to s hashtagem #DrBanka!",cs,0,Fri Jul 18 11:02:07 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
546,RT @CNB_cz: V pondělí 21.7.2014 budou zveřejněny červencové výsledky Šetření úvěrových podmínek bank. #cnb_cz,cs,2,Fri Jul 18 10:40:11 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
547,RT @DENIKcz: Levné hypotéky by měly vydržet do konce léta. http://t.co/toDfy2Al9b,cs,1,Fri Jul 18 10:06:19 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
548,"A co vadí na bankách vám? Michal Kral: ""Uzernicke úroky na spotrebne úvery!"" via http://t.co/HpLbeoV6OO #DrBanka",und,0,Thu Jul 17 20:45:07 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
549,"Pokles inflace v červnu až na nulovou hodnotu je překvapením, říká analytik Patrik Rožumberský. http://t.co/qsFq6myiWs",cs,0,Thu Jul 17 20:21:15 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
550,http://t.co/CbECY7wcbK Co Čechům a Slovákům vadí na bankách? Podívejte se! A napište nám také váš názor :),cs,0,Thu Jul 17 11:44:11 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
551,"Imrich Hoksa: ""Mne vadí hlasová identifikácia v TTB. Nútia ma hovoriť o počasí a podobné hlúposti kvôli overeniu hlasu."" #DrBanka",und,0,Thu Jul 17 11:02:18 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
552,Gratulujeme kolegům kopálistům k vítězství :) http://t.co/3o8rn8fQd9 #cz #fotbal #mistrovstvi,cs,0,Wed Jul 16 20:54:10 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
553,"Vincenzo Chmelenský: ""Vadí mi, že staré banky nejsou schopny konkurenčně se ani přiblížit těm novým."" via http://t.co/YVME395Bfc #DrBanka",cs,0,Wed Jul 16 20:35:02 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
554,"Marian Pilat: ""Vadi mi vsemozne poplatky, ucet stoji par desiatok eur rocne."" via http://t.co/kp8yoqRLFC  A co vadí vám? Tweetněte! #DrBanka",cs,0,Wed Jul 16 11:54:30 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
555,Novým tiskovým mluvčím UniCredit Leasing CZ je Petr Plocek. http://t.co/d4Kip92cDQ,cs,0,Wed Jul 16 11:33:04 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
556,"Petr Kadlík: ""Vadí mi, že bankám každou chvíli nefunguje internetové bankovnictví!"" via http://t.co/7ya25m9Jbf Stává se to i vám? #DrBanka",cs,1,Wed Jul 16 11:06:01 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
557,http://t.co/erXbwJkCgm Hledáme projektového manažera firemního bankovnictví – nejste to náhodou vy? Předem děkujeme za všechny retweety!,cs,2,Tue Jul 15 14:00:58 +0000 2014,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,
558,"Martin Sochi Sochor: ""Česká banka? To ještě někde existuje?!"" via https://t.co/l9tSuQYGtu… #DrBanka",cs,0,Tue Jul 15 11:41:08 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
559,"@jackal007 Zdeňku, to máte pravdu. Jednalo se o technický problém, který by se již neměl opakovat. Ještě jednou děkujeme za zpětnou vazbu",cs,0,Tue Jul 15 11:40:15 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jackal007,1688,395,71757,66408,Tue Jul 15 10:52:05 +0000 2014,"@UniCredit_CZSK Dlužno říct, že všechny info o transakcích dorazily v noci nebo ráno. To už taková služba ztrácí smysl.",0,0
560,"RT @Matesmac: @Cenzanni Jojo, hlavně ty staré a velké, které asi nemusejí bojovat o klienty #DrBanka",cs,1,Tue Jul 15 10:24:37 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
561,"RT @Cenzanni: Spousta bankovních institucí, mám pocit, funguje stále tak nějak v minulém tisíciletí. Nepřijde vám? #DrBanka",cs,1,Tue Jul 15 10:24:30 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
562,RT @dobrydeal: Unicredit - U konto nadupaný běžný účet zdarma http://t.co/rRKFagzyNa,cs,1,Mon Jul 14 09:47:26 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
563,"@jackal007 Zdeňku, žádný technický problém jsme neregistrovali, možná se jednalo o krátkodobý výpadek operátora, zjistíme detaily. Děkujeme!",cs,0,Mon Jul 14 07:29:35 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jackal007,1688,395,71757,66408,Sun Jul 13 15:48:42 +0000 2014,@UniCredit_CZSK dneska neposílá sms o karetních transakcích -- proč?,0,0
564,"RT @johny4cz: @PapayovaK unicredit partners konto. Zdarma vedeni, vsechny internetove platby a vybery po celem svete:)",cs,1,Fri Jul 11 09:43:15 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
565,@jspetrak @LastPass Silné heslo je základ zabezpečení :),cs,0,Fri Jul 11 09:23:20 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jspetrak,1204,4997,10297,114,Thu Jul 10 20:43:42 +0000 2014,"Login na @UniCredit_CZSK se Online Card se našel. Teď mi ale nadává @LastPass, že mám slabé heslo. Aby ne, když vyžadují 6 cifer! #fail",0,1
566,Jaké neduhy trápí české a slovenské banky? Tweetněte nám o tom s hashtagem #DrBanka http://t.co/PmLT3IPpGd,cs,1,Fri Jul 11 09:22:11 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
567,"@sotik Na to právě spoléháme, že TW není FB :) V každém případě děkujeme za připomínku, zkusíme vymyslet, jak ji zapracovat.",cs,0,Wed Jul 09 08:07:10 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",sotik,1187,197,11614,1141,Tue Jul 08 16:30:28 +0000 2014,@UniCredit_CZSK Bylo by vhodne to nekde zminit. A ten call to action bez vetsi motivace? Namluveni? A pak za to dostanu klicenku? TW neni FB,0,0
568,#cz Komentář Patrika Rožumberského k indexu vnímané inflace. http://t.co/5xXBJBmWsI,cs,0,Wed Jul 09 07:56:30 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
569,"RT @jackal007: Mantry byznys komunikace: jupí a kúl. Ale život takový není. ""Life is full of ups &amp; downs. We're there for both"" od @UniCred…",und,1,Tue Jul 08 20:00:35 +0000 2014,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,
570,"@sotik Názory chceme sbírat hlavně proto, abychom s tím mohli něco udělat, Marku. Čtení a odměňování bude samozřejmě pouze první krok :)",cs,0,Tue Jul 08 15:44:23 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",sotik,1187,197,11614,1141,Tue Jul 08 15:33:52 +0000 2014,"@UniCredit_CZSK Co to je za #WTF kampaň? A na Twitteru? Nej dotazy přečtu, okomentuje a odměním? A kdy s tím banko taky něco uděláš?#DrBanka",0,1
571,Co vám vadí na českých a slovenských bankách? Tweetujte s hashtagem #DrBanka. Budeme rádi za RT! http://t.co/43iisdjV7E,cs,5,Tue Jul 08 15:06:28 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
572,#cz Komentář Patrika Rožumberského k růstu průmyslové produkce v květnu http://t.co/sXn4XEjrxx,cs,0,Tue Jul 08 11:46:18 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
573,"@Cenek13 Máte samozřejmě pravdu, bylo to kousek od Krakova.",cs,0,Tue Jul 08 06:15:56 +0000 2014,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Cenek13,98,170,4328,281,Mon Jul 07 11:48:39 +0000 2014,@UniCredit_CZSK asi někde v Polsku.,0,1
574,"Poznáte, kde jsme pořídili tuto fotku? http://t.co/eFbviJMBM3",cs,0,Mon Jul 07 11:42:15 +0000 2014,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",,,,,,,,,
575,"@oerdnj Děkujeme za report problému, Ondřeji, už jej řešíme.",cs,0,Tue Jun 24 12:44:45 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",oerdnj,2308,596,6743,5301,Mon Jun 23 20:11:28 +0000 2014,@UniCredit_CZSK Internetbanking leaking valid usernames after few invalid login attemps and allows to block random users #security #palmface,0,0
576,"@jackal007 Ano, Zdeňku, nebyl by to problém.",cs,0,Tue Jun 24 12:37:55 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jackal007,1688,395,71757,66408,Mon Jun 23 08:39:40 +0000 2014,"Zajímalo by mě, jestli by si @UniCredit_CZSK poradila s dalším řádkem v adrese, např. pro případ podnájmu nebo doručování do firmy?",0,0
577,RT @Kubikulovaty: Delam to poprve v zivote ale musim- chvalim svou banku...  Unicredit je proste spolehliva a fer banka,cs,1,Tue Jun 24 12:11:17 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
578,"RT @petr_zlaty: @Air_Bank  nevim proc bych mel u vas platit ze neco, co mi daji v Unicredit nebo Equa Bank zadarmo. Vybirat kdy a kde se mi…",cs,1,Tue Jun 24 12:11:06 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
579,"RT @xtbczsk: Investičné banky sa predháňajú v modelovaní výsledkov MS vo futbale....

Goldman Sachs a aj Unicredit vyšlo, že... http://t.co…",und,1,Tue Jun 24 12:10:32 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
580,"RT @jackal007: @UniCredit_CZSK Dík. Od té doby jsem vám už dohodil tři klienty. Vlastně nechápu, jak jsem mohl donedávna platit za výběr z …",cs,1,Fri Jun 20 11:06:03 +0000 2014,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,,,,
581,@jackal007 Ještě jednou gratulujeme Zdeňku!,cs,0,Thu Jun 19 13:54:53 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jackal007,1688,395,71757,66408,Thu Jun 19 13:36:23 +0000 2014,Tak jsem asi s @UniCredit_CZSK vyhrál pětikilo :),0,1
582,"Co myslíte, že na ní je? :) http://t.co/OCxpFjMeHM",cs,0,Thu Jun 12 06:31:29 +0000 2014,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",,,,,,,,,
583,#cz Komentář Patrika Rožumberského k růstu průmyslové produkce v dubnu http://t.co/Ki4yivtmAl,cs,0,Tue Jun 10 11:28:17 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
584,#cz Komentář Patrika Rožumberského k inflaci http://t.co/7sQKADN2yk,cs,0,Tue Jun 10 11:26:33 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
585,#cz Komentář Pavla Sobíška k podílu nezaměstnaných v květnu http://t.co/xlXC6IyZb9,cs,0,Mon Jun 09 07:39:04 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
586,"@kixorz Adame, omlouváme se za komplikace a děkujeme za zpětnou vazbu! Poslali jsme odd. IT s žádostí o opravu v rámci příští aktualizace.",cs,0,Mon Jun 09 07:34:29 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",kixorz,411,854,9975,36943,Sat Jun 07 07:31:23 +0000 2014,"@UniCredit_CZSK tak jde, ale datum transakce se musí nastavit na budoucnost. nechápu, proč to tam vůbec je...",0,0
587,#cz Komentář Patrika Rožumberského k meziročnímu růstu tržeb maloobchodu http://t.co/GIK4Z3rGYr,cs,0,Thu Jun 05 13:04:07 +0000 2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
